season,matchweek,home,visitor,result
2014_2015,38,Eibar,Córdoba,3-0
2014_2015,38,Levante,Elche,0-0
2014_2015,38,Granada,Atlético,0-0
2014_2015,38,Almería,Valencia,2-3
2015_2016,1,Athletic,Barcelona,0-1
2015_2016,1,Atlético,Las Palmas,1-0
2015_2016,1,Betis,Villarreal,1-1
2015_2016,1,Deportivo,R. Sociedad,0-0
2015_2016,1,Espanyol,Getafe,1-0
2015_2016,1,Rayo,Valencia,0-0
2015_2016,1,Málaga,Sevilla,0-0
2015_2016,1,Levante,Celta,1-2
2015_2016,1,Sporting,R. Madrid,0-0
2015_2016,1,Granada,Eibar,1-3
2015_2016,2,Barcelona,Málaga,1-0
2015_2016,2,Celta,Rayo,3-0
2015_2016,2,R. Madrid,Betis,5-0
2015_2016,2,R. Sociedad,Sporting,0-0
2015_2016,2,Valencia,Deportivo,1-1
2015_2016,2,Villarreal,Espanyol,3-1
2015_2016,2,Sevilla,Atlético,0-3
2015_2016,2,Las Palmas,Levante,0-0
2015_2016,2,Eibar,Athletic,2-0
2015_2016,2,Getafe,Granada,1-2
2015_2016,3,Athletic,Getafe,3-1
2015_2016,3,Atlético,Barcelona,1-2
2015_2016,3,Betis,R. Sociedad,1-0
2015_2016,3,Celta,Las Palmas,3-3
2015_2016,3,Espanyol,R. Madrid,0-6
2015_2016,3,Rayo,Deportivo,1-3
2015_2016,3,Málaga,Eibar,0-0
2015_2016,3,Levante,Sevilla,1-1
2015_2016,3,Sporting,Valencia,0-1
2015_2016,3,Granada,Villarreal,1-3
2015_2016,4,Barcelona,Levante,4-1
2015_2016,4,Deportivo,Sporting,2-3
2015_2016,4,R. Madrid,Granada,1-0
2015_2016,4,R. Sociedad,Espanyol,2-3
2015_2016,4,Valencia,Betis,0-0
2015_2016,4,Villarreal,Athletic,3-1
2015_2016,4,Sevilla,Celta,1-2
2015_2016,4,Las Palmas,Rayo,0-1
2015_2016,4,Eibar,Atlético,0-2
2015_2016,4,Getafe,Málaga,1-0
2015_2016,5,Athletic,R. Madrid,1-2
2015_2016,5,Atlético,Getafe,2-0
2015_2016,5,Betis,Deportivo,1-2
2015_2016,5,Celta,Barcelona,4-1
2015_2016,5,Espanyol,Valencia,1-0
2015_2016,5,Rayo,Sporting,2-1
2015_2016,5,Málaga,Villarreal,0-1
2015_2016,5,Las Palmas,Sevilla,2-0
2015_2016,5,Levante,Eibar,2-2
2015_2016,5,Granada,R. Sociedad,0-3
2015_2016,6,Barcelona,Las Palmas,2-1
2015_2016,6,Deportivo,Espanyol,3-0
2015_2016,6,R. Madrid,Málaga,0-0
2015_2016,6,R. Sociedad,Athletic,0-0
2015_2016,6,Valencia,Granada,1-0
2015_2016,6,Villarreal,Atlético,1-0
2015_2016,6,Sevilla,Rayo,3-2
2015_2016,6,Eibar,Celta,1-1
2015_2016,6,Getafe,Levante,3-0
2015_2016,6,Sporting,Betis,1-2
2015_2016,7,Athletic,Valencia,3-1
2015_2016,7,Atlético,R. Madrid,1-1
2015_2016,7,Celta,Getafe,0-0
2015_2016,7,Espanyol,Sporting,1-2
2015_2016,7,Rayo,Betis,0-2
2015_2016,7,Málaga,R. Sociedad,3-1
2015_2016,7,Sevilla,Barcelona,2-1
2015_2016,7,Las Palmas,Eibar,0-2
2015_2016,7,Levante,Villarreal,1-0
2015_2016,7,Granada,Deportivo,1-1
2015_2016,8,Barcelona,Rayo,5-2
2015_2016,8,Betis,Espanyol,1-3
2015_2016,8,Deportivo,Athletic,2-2
2015_2016,8,R. Madrid,Levante,3-0
2015_2016,8,R. Sociedad,Atlético,0-2
2015_2016,8,Valencia,Málaga,3-0
2015_2016,8,Villarreal,Celta,1-2
2015_2016,8,Eibar,Sevilla,1-1
2015_2016,8,Getafe,Las Palmas,4-0
2015_2016,8,Sporting,Granada,3-3
2015_2016,9,Athletic,Sporting,3-0
2015_2016,9,Atlético,Valencia,2-1
2015_2016,9,Barcelona,Eibar,3-1
2015_2016,9,Celta,R. Madrid,1-3
2015_2016,9,Rayo,Espanyol,3-0
2015_2016,9,Málaga,Deportivo,2-0
2015_2016,9,Sevilla,Getafe,5-0
2015_2016,9,Las Palmas,Villarreal,0-0
2015_2016,9,Levante,R. Sociedad,0-4
2015_2016,9,Granada,Betis,1-1
2015_2016,10,Betis,Athletic,1-3
2015_2016,10,Deportivo,Atlético,1-1
2015_2016,10,Espanyol,Granada,1-1
2015_2016,10,R. Madrid,Las Palmas,3-1
2015_2016,10,R. Sociedad,Celta,2-3
2015_2016,10,Valencia,Levante,3-0
2015_2016,10,Villarreal,Sevilla,2-1
2015_2016,10,Eibar,Rayo,1-0
2015_2016,10,Getafe,Barcelona,0-2
2015_2016,10,Sporting,Málaga,1-0
2015_2016,11,Athletic,Espanyol,2-1
2015_2016,11,Atlético,Sporting,1-0
2015_2016,11,Barcelona,Villarreal,3-0
2015_2016,11,Celta,Valencia,1-5
2015_2016,11,Rayo,Granada,2-1
2015_2016,11,Málaga,Betis,0-1
2015_2016,11,Sevilla,R. Madrid,3-2
2015_2016,11,Las Palmas,R. Sociedad,2-0
2015_2016,11,Eibar,Getafe,3-1
2015_2016,11,Levante,Deportivo,1-1
2015_2016,12,Betis,Atlético,0-1
2015_2016,12,Deportivo,Celta,2-0
2015_2016,12,Espanyol,Málaga,2-0
2015_2016,12,R. Madrid,Barcelona,0-4
2015_2016,12,R. Sociedad,Sevilla,2-0
2015_2016,12,Valencia,Las Palmas,1-1
2015_2016,12,Villarreal,Eibar,1-1
2015_2016,12,Getafe,Rayo,1-1
2015_2016,12,Sporting,Levante,0-3
2015_2016,12,Granada,Athletic,2-0
2015_2016,13,Atlético,Espanyol,1-0
2015_2016,13,Barcelona,R. Sociedad,4-0
2015_2016,13,Celta,Sporting,2-1
2015_2016,13,Rayo,Athletic,0-3
2015_2016,13,Málaga,Granada,2-2
2015_2016,13,Sevilla,Valencia,1-0
2015_2016,13,Las Palmas,Deportivo,0-2
2015_2016,13,Eibar,R. Madrid,0-2
2015_2016,13,Getafe,Villarreal,2-0
2015_2016,13,Levante,Betis,0-1
2015_2016,14,Athletic,Málaga,0-0
2015_2016,14,Betis,Celta,1-1
2015_2016,14,Deportivo,Sevilla,1-1
2015_2016,14,Espanyol,Levante,1-1
2015_2016,14,R. Madrid,Getafe,4-1
2015_2016,14,R. Sociedad,Eibar,2-1
2015_2016,14,Valencia,Barcelona,1-1
2015_2016,14,Villarreal,Rayo,2-1
2015_2016,14,Sporting,Las Palmas,3-1
2015_2016,14,Granada,Atlético,0-2
2015_2016,15,Atlético,Athletic,2-1
2015_2016,15,Barcelona,Deportivo,2-2
2015_2016,15,Celta,Espanyol,1-0
2015_2016,15,Villarreal,R. Madrid,1-0
2015_2016,15,Rayo,Málaga,1-2
2015_2016,15,Sevilla,Sporting,2-0
2015_2016,15,Las Palmas,Betis,1-0
2015_2016,15,Eibar,Valencia,1-1
2015_2016,15,Getafe,R. Sociedad,1-1
2015_2016,15,Levante,Granada,1-2
2015_2016,16,Athletic,Levante,2-0
2015_2016,16,Betis,Sevilla,0-0
2015_2016,16,Deportivo,Eibar,2-0
2015_2016,16,Espanyol,Las Palmas,1-0
2015_2016,16,R. Madrid,Rayo,10-2
2015_2016,16,R. Sociedad,Villarreal,0-2
2015_2016,16,Valencia,Getafe,2-2
2015_2016,16,Málaga,Atlético,1-0
2015_2016,16,Sporting,Barcelona,1-3
2015_2016,16,Granada,Celta,0-2
2015_2016,17,Barcelona,Betis,4-0
2015_2016,17,Celta,Athletic,0-1
2015_2016,17,R. Madrid,R. Sociedad,3-1
2015_2016,17,Villarreal,Valencia,1-0
2015_2016,17,Rayo,Atlético,0-2
2015_2016,17,Sevilla,Espanyol,2-0
2015_2016,17,Las Palmas,Granada,4-1
2015_2016,17,Eibar,Sporting,2-0
2015_2016,17,Getafe,Deportivo,0-0
2015_2016,17,Levante,Málaga,0-1
2015_2016,18,Athletic,Las Palmas,2-2
2015_2016,18,Atlético,Levante,1-0
2015_2016,18,Betis,Eibar,0-4
2015_2016,18,Deportivo,Villarreal,1-2
2015_2016,18,Espanyol,Barcelona,0-0
2015_2016,18,Valencia,R. Madrid,2-2
2015_2016,18,Rayo,R. Sociedad,2-2
2015_2016,18,Málaga,Celta,2-0
2015_2016,18,Sporting,Getafe,1-2
2015_2016,18,Granada,Sevilla,2-1
2015_2016,19,Barcelona,Granada,4-0
2015_2016,19,Celta,Atlético,0-2
2015_2016,19,R. Madrid,Deportivo,5-0
2015_2016,19,R. Sociedad,Valencia,2-0
2015_2016,19,Villarreal,Sporting,2-0
2015_2016,19,Sevilla,Athletic,2-0
2015_2016,19,Las Palmas,Málaga,1-1
2015_2016,19,Eibar,Espanyol,2-1
2015_2016,19,Getafe,Betis,1-0
2015_2016,19,Levante,Rayo,2-1
2015_2016,20,Barcelona,Athletic,6-0
2015_2016,20,Celta,Levante,4-3
2015_2016,20,R. Madrid,Sporting,5-1
2015_2016,20,R. Sociedad,Deportivo,1-1
2015_2016,20,Valencia,Rayo,2-2
2015_2016,20,Villarreal,Betis,0-0
2015_2016,20,Sevilla,Málaga,2-1
2015_2016,20,Las Palmas,Atlético,0-3
2015_2016,20,Eibar,Granada,5-1
2015_2016,20,Getafe,Espanyol,3-1
2015_2016,21,Athletic,Eibar,5-2
2015_2016,21,Atlético,Sevilla,0-0
2015_2016,21,Betis,R. Madrid,1-1
2015_2016,21,Deportivo,Valencia,1-1
2015_2016,21,Espanyol,Villarreal,2-2
2015_2016,21,Rayo,Celta,3-0
2015_2016,21,Málaga,Barcelona,1-2
2015_2016,21,Levante,Las Palmas,3-2
2015_2016,21,Sporting,R. Sociedad,5-1
2015_2016,21,Granada,Getafe,3-2
2015_2016,22,Barcelona,Atlético,2-1
2015_2016,22,Deportivo,Rayo,2-2
2015_2016,22,R. Madrid,Espanyol,6-0
2015_2016,22,R. Sociedad,Betis,2-1
2015_2016,22,Valencia,Sporting,0-1
2015_2016,22,Villarreal,Granada,1-0
2015_2016,22,Sevilla,Levante,3-1
2015_2016,22,Las Palmas,Celta,2-1
2015_2016,22,Eibar,Málaga,1-2
2015_2016,22,Getafe,Athletic,0-1
2015_2016,23,Athletic,Villarreal,0-0
2015_2016,23,Atlético,Eibar,3-1
2015_2016,23,Betis,Valencia,1-0
2015_2016,23,Celta,Sevilla,1-1
2015_2016,23,Espanyol,R. Sociedad,0-5
2015_2016,23,Rayo,Las Palmas,2-0
2015_2016,23,Málaga,Getafe,3-0
2015_2016,23,Levante,Barcelona,0-2
2015_2016,23,Sporting,Deportivo,1-1
2015_2016,23,Granada,R. Madrid,1-2
2015_2016,24,Barcelona,Celta,6-1
2015_2016,24,Deportivo,Betis,2-2
2015_2016,24,R. Madrid,Athletic,4-2
2015_2016,24,R. Sociedad,Granada,3-0
2015_2016,24,Valencia,Espanyol,2-1
2015_2016,24,Villarreal,Málaga,1-0
2015_2016,24,Sevilla,Las Palmas,2-0
2015_2016,24,Eibar,Levante,2-0
2015_2016,24,Getafe,Atlético,0-1
2015_2016,24,Sporting,Rayo,2-2
2015_2016,25,Athletic,R. Sociedad,0-1
2015_2016,25,Atlético,Villarreal,0-0
2015_2016,25,Betis,Sporting,1-1
2015_2016,25,Celta,Eibar,3-2
2015_2016,25,Espanyol,Deportivo,1-0
2015_2016,25,Rayo,Sevilla,2-2
2015_2016,25,Málaga,R. Madrid,1-1
2015_2016,25,Las Palmas,Barcelona,1-2
2015_2016,25,Levante,Getafe,3-0
2015_2016,25,Granada,Valencia,1-2
2015_2016,26,Barcelona,Sevilla,2-1
2015_2016,26,Betis,Rayo,2-2
2015_2016,26,Deportivo,Granada,0-1
2015_2016,26,R. Madrid,Atlético,0-1
2015_2016,26,R. Sociedad,Málaga,1-1
2015_2016,26,Valencia,Athletic,0-3
2015_2016,26,Villarreal,Levante,3-0
2015_2016,26,Eibar,Las Palmas,0-1
2015_2016,26,Getafe,Celta,0-1
2015_2016,26,Sporting,Espanyol,2-4
2015_2016,27,Athletic,Deportivo,4-1
2015_2016,27,Atlético,R. Sociedad,3-0
2015_2016,27,Celta,Villarreal,0-0
2015_2016,27,Espanyol,Betis,0-3
2015_2016,27,Rayo,Barcelona,1-5
2015_2016,27,Málaga,Valencia,1-2
2015_2016,27,Sevilla,Eibar,1-0
2015_2016,27,Las Palmas,Getafe,4-0
2015_2016,27,Levante,R. Madrid,1-3
2015_2016,27,Granada,Sporting,2-0
2015_2016,28,Betis,Granada,2-0
2015_2016,28,Deportivo,Málaga,3-3
2015_2016,28,Espanyol,Rayo,2-1
2015_2016,28,R. Madrid,Celta,7-1
2015_2016,28,R. Sociedad,Levante,1-1
2015_2016,28,Valencia,Atlético,1-3
2015_2016,28,Villarreal,Las Palmas,0-1
2015_2016,28,Eibar,Barcelona,0-4
2015_2016,28,Getafe,Sevilla,1-1
2015_2016,28,Sporting,Athletic,0-2
2015_2016,29,Athletic,Betis,3-1
2015_2016,29,Atlético,Deportivo,3-0
2015_2016,29,Barcelona,Getafe,6-0
2015_2016,29,Celta,R. Sociedad,1-0
2015_2016,29,Rayo,Eibar,1-1
2015_2016,29,Málaga,Sporting,1-0
2015_2016,29,Sevilla,Villarreal,4-2
2015_2016,29,Las Palmas,R. Madrid,1-2
2015_2016,29,Levante,Valencia,1-0
2015_2016,29,Granada,Espanyol,1-1
2015_2016,30,Betis,Málaga,0-1
2015_2016,30,Deportivo,Levante,2-1
2015_2016,30,Espanyol,Athletic,2-1
2015_2016,30,R. Madrid,Sevilla,4-0
2015_2016,30,R. Sociedad,Las Palmas,0-1
2015_2016,30,Valencia,Celta,0-2
2015_2016,30,Villarreal,Barcelona,2-2
2015_2016,30,Getafe,Eibar,1-1
2015_2016,30,Sporting,Atlético,2-1
2015_2016,30,Granada,Rayo,2-2
2015_2016,31,Athletic,Granada,1-1
2015_2016,31,Atlético,Betis,5-1
2015_2016,31,Barcelona,R. Madrid,1-2
2015_2016,31,Celta,Deportivo,1-1
2015_2016,31,Rayo,Getafe,2-0
2015_2016,31,Málaga,Espanyol,1-1
2015_2016,31,Sevilla,R. Sociedad,1-2
2015_2016,31,Las Palmas,Valencia,2-1
2015_2016,31,Eibar,Villarreal,1-2
2015_2016,31,Levante,Sporting,0-0
2015_2016,32,Athletic,Rayo,1-0
2015_2016,32,Betis,Levante,1-0
2015_2016,32,Deportivo,Las Palmas,1-3
2015_2016,32,Espanyol,Atlético,1-3
2015_2016,32,R. Madrid,Eibar,4-0
2015_2016,32,R. Sociedad,Barcelona,1-0
2015_2016,32,Valencia,Sevilla,2-1
2015_2016,32,Villarreal,Getafe,2-0
2015_2016,32,Sporting,Celta,0-1
2015_2016,32,Granada,Málaga,0-0
2015_2016,33,Atlético,Granada,3-0
2015_2016,33,Barcelona,Valencia,1-2
2015_2016,33,Celta,Betis,1-1
2015_2016,33,Rayo,Villarreal,2-1
2015_2016,33,Málaga,Athletic,0-1
2015_2016,33,Sevilla,Deportivo,1-1
2015_2016,33,Las Palmas,Sporting,1-1
2015_2016,33,Eibar,R. Sociedad,2-1
2015_2016,33,Getafe,R. Madrid,1-5
2015_2016,33,Levante,Espanyol,2-1
2015_2016,34,Athletic,Atlético,0-1
2015_2016,34,Betis,Las Palmas,1-0
2015_2016,34,Deportivo,Barcelona,0-8
2015_2016,34,Espanyol,Celta,1-1
2015_2016,34,R. Madrid,Villarreal,3-0
2015_2016,34,R. Sociedad,Getafe,1-2
2015_2016,34,Valencia,Eibar,4-0
2015_2016,34,Málaga,Rayo,1-1
2015_2016,34,Sporting,Sevilla,2-1
2015_2016,34,Granada,Levante,5-1
2015_2016,35,Atlético,Málaga,1-0
2015_2016,35,Barcelona,Sporting,6-0
2015_2016,35,Celta,Granada,2-1
2015_2016,35,Villarreal,R. Sociedad,0-0
2015_2016,35,Rayo,R. Madrid,2-3
2015_2016,35,Sevilla,Betis,2-0
2015_2016,35,Las Palmas,Espanyol,4-0
2015_2016,35,Eibar,Deportivo,1-1
2015_2016,35,Getafe,Valencia,2-2
2015_2016,35,Levante,Athletic,2-2
2015_2016,36,Athletic,Celta,2-1
2015_2016,36,Atlético,Rayo,1-0
2015_2016,36,Betis,Barcelona,0-2
2015_2016,36,Deportivo,Getafe,0-2
2015_2016,36,Espanyol,Sevilla,1-0
2015_2016,36,R. Sociedad,R. Madrid,0-1
2015_2016,36,Valencia,Villarreal,0-2
2015_2016,36,Málaga,Levante,3-1
2015_2016,36,Sporting,Eibar,2-0
2015_2016,36,Granada,Las Palmas,3-2
2015_2016,37,Barcelona,Espanyol,5-0
2015_2016,37,Celta,Málaga,1-0
2015_2016,37,R. Madrid,Valencia,3-2
2015_2016,37,R. Sociedad,Rayo,2-1
2015_2016,37,Villarreal,Deportivo,0-2
2015_2016,37,Sevilla,Granada,1-4
2015_2016,37,Las Palmas,Athletic,0-0
2015_2016,37,Eibar,Betis,1-1
2015_2016,37,Getafe,Sporting,1-1
2015_2016,37,Levante,Atlético,2-1
2015_2016,38,Athletic,Sevilla,3-1
2015_2016,38,Atlético,Celta,2-0
2015_2016,38,Betis,Getafe,2-1
2015_2016,38,Deportivo,R. Madrid,0-2
2015_2016,38,Espanyol,Eibar,4-2
2015_2016,38,Valencia,R. Sociedad,0-1
2015_2016,38,Rayo,Levante,3-1
2015_2016,38,Málaga,Las Palmas,4-1
2015_2016,38,Sporting,Villarreal,2-0
2015_2016,38,Granada,Barcelona,0-3
2016_2017,1,Atlético,Alavés,1-1
2016_2017,1,Barcelona,Betis,6-2
2016_2017,1,Celta,Leganés,0-1
2016_2017,1,Deportivo,Eibar,2-1
2016_2017,1,R. Sociedad,R. Madrid,0-3
2016_2017,1,Valencia,Las Palmas,2-4
2016_2017,1,Málaga,Osasuna,1-1
2016_2017,1,Sevilla,Espanyol,6-4
2016_2017,1,Sporting,Athletic,2-1
2016_2017,1,Granada,Villarreal,1-1
2016_2017,2,Athletic,Barcelona,0-1
2016_2017,2,Betis,Deportivo,0-0
2016_2017,2,Espanyol,Málaga,2-2
2016_2017,2,R. Madrid,Celta,2-1
2016_2017,2,Villarreal,Sevilla,0-0
2016_2017,2,Alavés,Sporting,0-0
2016_2017,2,Osasuna,R. Sociedad,0-2
2016_2017,2,Las Palmas,Granada,5-1
2016_2017,2,Eibar,Valencia,1-0
2016_2017,2,Leganés,Atlético,0-0
2016_2017,3,Barcelona,Alavés,1-2
2016_2017,3,Celta,Atlético,0-4
2016_2017,3,Deportivo,Athletic,0-1
2016_2017,3,R. Madrid,Osasuna,5-2
2016_2017,3,R. Sociedad,Espanyol,1-1
2016_2017,3,Valencia,Betis,2-3
2016_2017,3,Málaga,Villarreal,0-2
2016_2017,3,Sevilla,Las Palmas,2-1
2016_2017,3,Sporting,Leganés,2-1
2016_2017,3,Granada,Eibar,1-2
2016_2017,4,Athletic,Valencia,2-1
2016_2017,4,Atlético,Sporting,5-0
2016_2017,4,Betis,Granada,2-2
2016_2017,4,Espanyol,R. Madrid,0-2
2016_2017,4,Villarreal,R. Sociedad,2-1
2016_2017,4,Alavés,Deportivo,0-0
2016_2017,4,Osasuna,Celta,0-0
2016_2017,4,Las Palmas,Málaga,1-0
2016_2017,4,Eibar,Sevilla,1-1
2016_2017,4,Leganés,Barcelona,1-5
2016_2017,5,Barcelona,Atlético,1-1
2016_2017,5,Celta,Sporting,2-1
2016_2017,5,Deportivo,Leganés,1-2
2016_2017,5,R. Madrid,Villarreal,1-1
2016_2017,5,R. Sociedad,Las Palmas,4-1
2016_2017,5,Valencia,Alavés,2-1
2016_2017,5,Málaga,Eibar,2-1
2016_2017,5,Sevilla,Betis,1-0
2016_2017,5,Osasuna,Espanyol,1-2
2016_2017,5,Granada,Athletic,1-2
2016_2017,6,Athletic,Sevilla,3-1
2016_2017,6,Atlético,Deportivo,1-0
2016_2017,6,Betis,Málaga,1-0
2016_2017,6,Espanyol,Celta,0-2
2016_2017,6,Villarreal,Osasuna,3-1
2016_2017,6,Alavés,Granada,3-1
2016_2017,6,Las Palmas,R. Madrid,2-2
2016_2017,6,Eibar,R. Sociedad,2-0
2016_2017,6,Leganés,Valencia,1-2
2016_2017,6,Sporting,Barcelona,0-5
2016_2017,7,Celta,Barcelona,4-3
2016_2017,7,Deportivo,Sporting,2-1
2016_2017,7,Espanyol,Villarreal,0-0
2016_2017,7,R. Madrid,Eibar,1-1
2016_2017,7,R. Sociedad,Betis,1-0
2016_2017,7,Valencia,Atlético,0-2
2016_2017,7,Málaga,Athletic,2-1
2016_2017,7,Sevilla,Alavés,2-1
2016_2017,7,Osasuna,Las Palmas,2-2
2016_2017,7,Granada,Leganés,0-1
2016_2017,8,Athletic,R. Sociedad,3-2
2016_2017,8,Atlético,Granada,7-1
2016_2017,8,Barcelona,Deportivo,4-0
2016_2017,8,Betis,R. Madrid,1-6
2016_2017,8,Villarreal,Celta,5-0
2016_2017,8,Alavés,Málaga,1-1
2016_2017,8,Las Palmas,Espanyol,0-0
2016_2017,8,Eibar,Osasuna,2-3
2016_2017,8,Leganés,Sevilla,2-3
2016_2017,8,Sporting,Valencia,1-2
2016_2017,9,Celta,Deportivo,4-1
2016_2017,9,Espanyol,Eibar,3-3
2016_2017,9,R. Madrid,Athletic,2-1
2016_2017,9,R. Sociedad,Alavés,3-0
2016_2017,9,Valencia,Barcelona,2-3
2016_2017,9,Villarreal,Las Palmas,2-1
2016_2017,9,Málaga,Leganés,4-0
2016_2017,9,Sevilla,Atlético,1-0
2016_2017,9,Osasuna,Betis,1-2
2016_2017,9,Granada,Sporting,0-0
2016_2017,10,Athletic,Osasuna,1-1
2016_2017,10,Atlético,Málaga,4-2
2016_2017,10,Barcelona,Granada,1-0
2016_2017,10,Betis,Espanyol,0-1
2016_2017,10,Deportivo,Valencia,1-1
2016_2017,10,Alavés,R. Madrid,1-4
2016_2017,10,Las Palmas,Celta,3-3
2016_2017,10,Eibar,Villarreal,2-1
2016_2017,10,Leganés,R. Sociedad,0-2
2016_2017,10,Sporting,Sevilla,1-1
2016_2017,11,Celta,Valencia,2-1
2016_2017,11,Espanyol,Athletic,0-0
2016_2017,11,R. Madrid,Leganés,3-0
2016_2017,11,R. Sociedad,Atlético,2-0
2016_2017,11,Villarreal,Betis,2-0
2016_2017,11,Málaga,Sporting,3-2
2016_2017,11,Sevilla,Barcelona,1-2
2016_2017,11,Osasuna,Alavés,0-1
2016_2017,11,Las Palmas,Eibar,1-0
2016_2017,11,Granada,Deportivo,1-1
2016_2017,12,Athletic,Villarreal,1-0
2016_2017,12,Atlético,R. Madrid,0-3
2016_2017,12,Barcelona,Málaga,0-0
2016_2017,12,Betis,Las Palmas,2-0
2016_2017,12,Deportivo,Sevilla,2-3
2016_2017,12,Valencia,Granada,1-1
2016_2017,12,Alavés,Espanyol,0-1
2016_2017,12,Eibar,Celta,1-0
2016_2017,12,Leganés,Osasuna,2-0
2016_2017,12,Sporting,R. Sociedad,1-3
2016_2017,13,Celta,Granada,3-1
2016_2017,13,Espanyol,Leganés,3-0
2016_2017,13,R. Madrid,Sporting,2-1
2016_2017,13,R. Sociedad,Barcelona,1-1
2016_2017,13,Villarreal,Alavés,0-2
2016_2017,13,Málaga,Deportivo,4-3
2016_2017,13,Sevilla,Valencia,2-1
2016_2017,13,Osasuna,Atlético,0-3
2016_2017,13,Las Palmas,Athletic,3-1
2016_2017,13,Eibar,Betis,3-1
2016_2017,14,Athletic,Eibar,3-1
2016_2017,14,Atlético,Espanyol,0-0
2016_2017,14,Barcelona,R. Madrid,1-1
2016_2017,14,Betis,Celta,3-3
2016_2017,14,Deportivo,R. Sociedad,5-1
2016_2017,14,Valencia,Málaga,2-2
2016_2017,14,Alavés,Las Palmas,1-1
2016_2017,14,Leganés,Villarreal,0-0
2016_2017,14,Sporting,Osasuna,3-1
2016_2017,14,Granada,Sevilla,2-1
2016_2017,15,Betis,Athletic,1-0
2016_2017,15,Celta,Sevilla,0-3
2016_2017,15,Espanyol,Sporting,2-1
2016_2017,15,R. Madrid,Deportivo,3-2
2016_2017,15,R. Sociedad,Valencia,3-2
2016_2017,15,Villarreal,Atlético,3-0
2016_2017,15,Málaga,Granada,1-1
2016_2017,15,Osasuna,Barcelona,0-3
2016_2017,15,Las Palmas,Leganés,1-1
2016_2017,15,Eibar,Alavés,0-0
2016_2017,16,Athletic,Celta,2-1
2016_2017,16,Atlético,Las Palmas,1-0
2016_2017,16,Barcelona,Espanyol,4-1
2016_2017,16,Deportivo,Osasuna,2-0
2016_2017,16,Valencia,R. Madrid,2-1
2016_2017,16,Alavés,Betis,1-0
2016_2017,16,Sevilla,Málaga,4-1
2016_2017,16,Leganés,Eibar,1-1
2016_2017,16,Sporting,Villarreal,1-3
2016_2017,16,Granada,R. Sociedad,0-2
2016_2017,17,Athletic,Alavés,0-0
2016_2017,17,Betis,Leganés,2-0
2016_2017,17,Celta,Málaga,3-1
2016_2017,17,Espanyol,Deportivo,1-1
2016_2017,17,R. Madrid,Granada,5-0
2016_2017,17,R. Sociedad,Sevilla,0-4
2016_2017,17,Villarreal,Barcelona,1-1
2016_2017,17,Osasuna,Valencia,3-3
2016_2017,17,Las Palmas,Sporting,1-0
2016_2017,17,Eibar,Atlético,0-2
2016_2017,18,Atlético,Betis,1-0
2016_2017,18,Barcelona,Las Palmas,5-0
2016_2017,18,Celta,Alavés,1-0
2016_2017,18,Deportivo,Villarreal,0-0
2016_2017,18,Valencia,Espanyol,2-1
2016_2017,18,Málaga,R. Sociedad,0-2
2016_2017,18,Sevilla,R. Madrid,2-1
2016_2017,18,Leganés,Athletic,0-0
2016_2017,18,Sporting,Eibar,2-3
2016_2017,18,Granada,Osasuna,1-1
2016_2017,19,Athletic,Atlético,2-2
2016_2017,19,Betis,Sporting,0-0
2016_2017,19,Espanyol,Granada,3-1
2016_2017,19,R. Madrid,Málaga,2-1
2016_2017,19,R. Sociedad,Celta,1-0
2016_2017,19,Villarreal,Valencia,0-2
2016_2017,19,Alavés,Leganés,2-2
2016_2017,19,Osasuna,Sevilla,3-4
2016_2017,19,Las Palmas,Deportivo,1-1
2016_2017,19,Eibar,Barcelona,0-4
2016_2017,20,Athletic,Sporting,2-1
2016_2017,20,Betis,Barcelona,1-1
2016_2017,20,Espanyol,Sevilla,3-1
2016_2017,20,R. Madrid,R. Sociedad,3-0
2016_2017,20,Villarreal,Granada,2-0
2016_2017,20,Alavés,Atlético,0-0
2016_2017,20,Osasuna,Málaga,1-1
2016_2017,20,Las Palmas,Valencia,3-1
2016_2017,20,Eibar,Deportivo,3-1
2016_2017,20,Leganés,Celta,0-2
2016_2017,21,Atlético,Leganés,2-0
2016_2017,21,Barcelona,Athletic,3-0
2016_2017,21,Celta,R. Madrid,1-4
2016_2017,21,Deportivo,Betis,1-1
2016_2017,21,R. Sociedad,Osasuna,3-2
2016_2017,21,Valencia,Eibar,0-4
2016_2017,21,Málaga,Espanyol,0-1
2016_2017,21,Sevilla,Villarreal,0-0
2016_2017,21,Sporting,Alavés,2-4
2016_2017,21,Granada,Las Palmas,1-0
2016_2017,22,Athletic,Deportivo,2-1
2016_2017,22,Atlético,Celta,3-2
2016_2017,22,Betis,Valencia,0-0
2016_2017,22,Espanyol,R. Sociedad,1-2
2016_2017,22,Villarreal,Málaga,1-1
2016_2017,22,Alavés,Barcelona,0-6
2016_2017,22,Osasuna,R. Madrid,1-3
2016_2017,22,Las Palmas,Sevilla,0-1
2016_2017,22,Eibar,Granada,4-0
2016_2017,22,Leganés,Sporting,0-2
2016_2017,23,Barcelona,Leganés,2-1
2016_2017,23,Celta,Osasuna,3-0
2016_2017,23,Deportivo,Alavés,0-1
2016_2017,23,R. Madrid,Espanyol,2-0
2016_2017,23,R. Sociedad,Villarreal,0-1
2016_2017,23,Valencia,Athletic,2-0
2016_2017,23,Málaga,Las Palmas,2-1
